# name,url,lang,cc,ua,referer
VOA,https://voa-22.akacast.akamaistream.net/7/22/451661/v1/ibb.akacast.akamaistream.net/voa-22,en,US,,
CBS,https://stream.revma.ihrhls.com/zc2147,en,US,,
Bloomberg,https://bloomberg-radio.streamguys1.com/us.mp3,en,US,,
ABCNews, https://abcnewsradio-iheart.streamguys1.com/abcnewsradio,en,US,,
